"","continent","year","lifeExp","country"
"569","Africa",1972,49.759,"Togo"
"570","Africa",1977,52.887,"Togo"
"571","Africa",1982,55.471,"Togo"
"572","Africa",1987,56.941,"Togo"
"573","Africa",1992,58.061,"Togo"
"574","Africa",1997,58.39,"Togo"
"575","Africa",2002,57.561,"Togo"
"576","Africa",2007,58.42,"Togo"
"577","Africa",1952,44.6,"Tunisia"
"578","Africa",1957,47.1,"Tunisia"
"579","Africa",1962,49.579,"Tunisia"
"580","Africa",1967,52.053,"Tunisia"
"581","Africa",1972,55.602,"Tunisia"
"582","Africa",1977,59.837,"Tunisia"
"583","Africa",1982,64.048,"Tunisia"
"584","Africa",1987,66.894,"Tunisia"
"585","Africa",1992,70.001,"Tunisia"
"586","Africa",1997,71.973,"Tunisia"
"587","Africa",2002,73.042,"Tunisia"
"588","Africa",2007,73.923,"Tunisia"
"589","Africa",1952,39.978,"Uganda"
"590","Africa",1957,42.571,"Uganda"
"591","Africa",1962,45.344,"Uganda"
"592","Africa",1967,48.051,"Uganda"
"593","Africa",1972,51.016,"Uganda"
"594","Africa",1977,50.35,"Uganda"
"595","Africa",1982,49.849,"Uganda"
"596","Africa",1987,51.509,"Uganda"
"597","Africa",1992,48.825,"Uganda"
"598","Africa",1997,44.578,"Uganda"
"599","Africa",2002,47.813,"Uganda"
"600","Africa",2007,51.542,"Uganda"
"601","Africa",1952,42.038,"Zambia"
"602","Africa",1957,44.077,"Zambia"
"603","Africa",1962,46.023,"Zambia"
"604","Africa",1967,47.768,"Zambia"
"605","Africa",1972,50.107,"Zambia"
"606","Africa",1977,51.386,"Zambia"
"607","Africa",1982,51.821,"Zambia"
"608","Africa",1987,50.821,"Zambia"
"609","Africa",1992,46.1,"Zambia"
"610","Africa",1997,40.238,"Zambia"
"611","Africa",2002,39.193,"Zambia"
"612","Africa",2007,42.384,"Zambia"
"613","Africa",1952,48.451,"Zimbabwe"
"614","Africa",1957,50.469,"Zimbabwe"
"615","Africa",1962,52.358,"Zimbabwe"
"616","Africa",1967,53.995,"Zimbabwe"
"617","Africa",1972,55.635,"Zimbabwe"
"618","Africa",1977,57.674,"Zimbabwe"
"619","Africa",1982,60.363,"Zimbabwe"
"620","Africa",1987,62.351,"Zimbabwe"
"621","Africa",1992,60.377,"Zimbabwe"
"622","Africa",1997,46.809,"Zimbabwe"
"623","Africa",2002,39.989,"Zimbabwe"
"624","Africa",2007,43.487,"Zimbabwe"
"625","Asia",1952,28.801,"Afghanistan"
"626","Asia",1957,30.332,"Afghanistan"
"627","Asia",1962,31.997,"Afghanistan"
"628","Asia",1967,34.02,"Afghanistan"
"629","Asia",1972,36.088,"Afghanistan"
"630","Asia",1977,38.438,"Afghanistan"
"631","Asia",1982,39.854,"Afghanistan"
"632","Asia",1987,40.822,"Afghanistan"
"633","Asia",1992,41.674,"Afghanistan"
"634","Asia",1997,41.763,"Afghanistan"
"635","Asia",2002,42.129,"Afghanistan"
"636","Asia",2007,43.828,"Afghanistan"
"637","Asia",1952,50.939,"Bahrain"
"638","Asia",1957,53.832,"Bahrain"
"639","Asia",1962,56.923,"Bahrain"
"640","Asia",1967,59.923,"Bahrain"
"641","Asia",1972,63.3,"Bahrain"
"642","Asia",1977,65.593,"Bahrain"
"643","Asia",1982,69.052,"Bahrain"
"644","Asia",1987,70.75,"Bahrain"
"645","Asia",1992,72.601,"Bahrain"
"646","Asia",1997,73.925,"Bahrain"
"647","Asia",2002,74.795,"Bahrain"
"648","Asia",2007,75.635,"Bahrain"
"649","Asia",1952,37.484,"Bangladesh"
"650","Asia",1957,39.348,"Bangladesh"
"651","Asia",1962,41.216,"Bangladesh"
"652","Asia",1967,43.453,"Bangladesh"
"653","Asia",1972,45.252,"Bangladesh"
"654","Asia",1977,46.923,"Bangladesh"
"655","Asia",1982,50.009,"Bangladesh"
"656","Asia",1987,52.819,"Bangladesh"
"657","Asia",1992,56.018,"Bangladesh"
"658","Asia",1997,59.412,"Bangladesh"
"659","Asia",2002,62.013,"Bangladesh"
"660","Asia",2007,64.062,"Bangladesh"
"661","Asia",1952,39.417,"Cambodia"
"662","Asia",1957,41.366,"Cambodia"
"663","Asia",1962,43.415,"Cambodia"
"664","Asia",1967,45.415,"Cambodia"
"665","Asia",1972,40.317,"Cambodia"
"666","Asia",1977,31.22,"Cambodia"
"667","Asia",1982,50.957,"Cambodia"
"668","Asia",1987,53.914,"Cambodia"
"669","Asia",1992,55.803,"Cambodia"
"670","Asia",1997,56.534,"Cambodia"
"671","Asia",2002,56.752,"Cambodia"
"672","Asia",2007,59.723,"Cambodia"
"673","Asia",1952,44,"China"
"674","Asia",1957,50.54896,"China"
"675","Asia",1962,44.50136,"China"
"676","Asia",1967,58.38112,"China"
"677","Asia",1972,63.11888,"China"
"678","Asia",1977,63.96736,"China"
"679","Asia",1982,65.525,"China"
"680","Asia",1987,67.274,"China"
"681","Asia",1992,68.69,"China"
"682","Asia",1997,70.426,"China"
"683","Asia",2002,72.028,"China"
"684","Asia",2007,72.961,"China"
"685","Asia",1952,60.96,"Hong Kong, China"
"686","Asia",1957,64.75,"Hong Kong, China"
"687","Asia",1962,67.65,"Hong Kong, China"
"688","Asia",1967,70,"Hong Kong, China"
"689","Asia",1972,72,"Hong Kong, China"
"690","Asia",1977,73.6,"Hong Kong, China"
"691","Asia",1982,75.45,"Hong Kong, China"
"692","Asia",1987,76.2,"Hong Kong, China"
"693","Asia",1992,77.601,"Hong Kong, China"
"694","Asia",1997,80,"Hong Kong, China"
"695","Asia",2002,81.495,"Hong Kong, China"
"696","Asia",2007,82.208,"Hong Kong, China"
"697","Asia",1952,37.373,"India"
"698","Asia",1957,40.249,"India"
"699","Asia",1962,43.605,"India"
"700","Asia",1967,47.193,"India"
"701","Asia",1972,50.651,"India"
"702","Asia",1977,54.208,"India"
"703","Asia",1982,56.596,"India"
"704","Asia",1987,58.553,"India"
"705","Asia",1992,60.223,"India"
"706","Asia",1997,61.765,"India"
"707","Asia",2002,62.879,"India"
"708","Asia",2007,64.698,"India"
"709","Asia",1952,37.468,"Indonesia"
"710","Asia",1957,39.918,"Indonesia"
"711","Asia",1962,42.518,"Indonesia"
"712","Asia",1967,45.964,"Indonesia"
"713","Asia",1972,49.203,"Indonesia"
"714","Asia",1977,52.702,"Indonesia"
"715","Asia",1982,56.159,"Indonesia"
"716","Asia",1987,60.137,"Indonesia"
"717","Asia",1992,62.681,"Indonesia"
"718","Asia",1997,66.041,"Indonesia"
"719","Asia",2002,68.588,"Indonesia"
"720","Asia",2007,70.65,"Indonesia"
"721","Asia",1952,44.869,"Iran"
"722","Asia",1957,47.181,"Iran"
"723","Asia",1962,49.325,"Iran"
"724","Asia",1967,52.469,"Iran"
"725","Asia",1972,55.234,"Iran"
"726","Asia",1977,57.702,"Iran"
"727","Asia",1982,59.62,"Iran"
"728","Asia",1987,63.04,"Iran"
"729","Asia",1992,65.742,"Iran"
"730","Asia",1997,68.042,"Iran"
"731","Asia",2002,69.451,"Iran"
"732","Asia",2007,70.964,"Iran"
"733","Asia",1952,45.32,"Iraq"
"734","Asia",1957,48.437,"Iraq"
"735","Asia",1962,51.457,"Iraq"
"736","Asia",1967,54.459,"Iraq"
"737","Asia",1972,56.95,"Iraq"
"738","Asia",1977,60.413,"Iraq"
"739","Asia",1982,62.038,"Iraq"
"740","Asia",1987,65.044,"Iraq"
"741","Asia",1992,59.461,"Iraq"
"742","Asia",1997,58.811,"Iraq"
"743","Asia",2002,57.046,"Iraq"
"744","Asia",2007,59.545,"Iraq"
"745","Asia",1952,65.39,"Israel"
"746","Asia",1957,67.84,"Israel"
"747","Asia",1962,69.39,"Israel"
"748","Asia",1967,70.75,"Israel"
"749","Asia",1972,71.63,"Israel"
"750","Asia",1977,73.06,"Israel"
"751","Asia",1982,74.45,"Israel"
"752","Asia",1987,75.6,"Israel"
"753","Asia",1992,76.93,"Israel"
"754","Asia",1997,78.269,"Israel"
"755","Asia",2002,79.696,"Israel"
"756","Asia",2007,80.745,"Israel"
"757","Asia",1952,63.03,"Japan"
"758","Asia",1957,65.5,"Japan"
"759","Asia",1962,68.73,"Japan"
"760","Asia",1967,71.43,"Japan"
"761","Asia",1972,73.42,"Japan"
"762","Asia",1977,75.38,"Japan"
"763","Asia",1982,77.11,"Japan"
"764","Asia",1987,78.67,"Japan"
"765","Asia",1992,79.36,"Japan"
"766","Asia",1997,80.69,"Japan"
"767","Asia",2002,82,"Japan"
"768","Asia",2007,82.603,"Japan"
"769","Asia",1952,43.158,"Jordan"
"770","Asia",1957,45.669,"Jordan"
"771","Asia",1962,48.126,"Jordan"
"772","Asia",1967,51.629,"Jordan"
"773","Asia",1972,56.528,"Jordan"
"774","Asia",1977,61.134,"Jordan"
"775","Asia",1982,63.739,"Jordan"
"776","Asia",1987,65.869,"Jordan"
"777","Asia",1992,68.015,"Jordan"
"778","Asia",1997,69.772,"Jordan"
"779","Asia",2002,71.263,"Jordan"
"780","Asia",2007,72.535,"Jordan"
"781","Asia",1952,50.056,"Korea, Dem. Rep."
"782","Asia",1957,54.081,"Korea, Dem. Rep."
"783","Asia",1962,56.656,"Korea, Dem. Rep."
"784","Asia",1967,59.942,"Korea, Dem. Rep."
"785","Asia",1972,63.983,"Korea, Dem. Rep."
"786","Asia",1977,67.159,"Korea, Dem. Rep."
"787","Asia",1982,69.1,"Korea, Dem. Rep."
"788","Asia",1987,70.647,"Korea, Dem. Rep."
"789","Asia",1992,69.978,"Korea, Dem. Rep."
"790","Asia",1997,67.727,"Korea, Dem. Rep."
"791","Asia",2002,66.662,"Korea, Dem. Rep."
"792","Asia",2007,67.297,"Korea, Dem. Rep."
"793","Asia",1952,47.453,"Korea, Rep."
"794","Asia",1957,52.681,"Korea, Rep."
"795","Asia",1962,55.292,"Korea, Rep."
"796","Asia",1967,57.716,"Korea, Rep."
"797","Asia",1972,62.612,"Korea, Rep."
"798","Asia",1977,64.766,"Korea, Rep."
"799","Asia",1982,67.123,"Korea, Rep."
"800","Asia",1987,69.81,"Korea, Rep."
"801","Asia",1992,72.244,"Korea, Rep."
"802","Asia",1997,74.647,"Korea, Rep."
"803","Asia",2002,77.045,"Korea, Rep."
"804","Asia",2007,78.623,"Korea, Rep."
"805","Asia",1952,55.565,"Kuwait"
"806","Asia",1957,58.033,"Kuwait"
"807","Asia",1962,60.47,"Kuwait"
"808","Asia",1967,64.624,"Kuwait"
"809","Asia",1972,67.712,"Kuwait"
"810","Asia",1977,69.343,"Kuwait"
"811","Asia",1982,71.309,"Kuwait"
"812","Asia",1987,74.174,"Kuwait"
"813","Asia",1992,75.19,"Kuwait"
"814","Asia",1997,76.156,"Kuwait"
"815","Asia",2002,76.904,"Kuwait"
"816","Asia",2007,77.588,"Kuwait"
"817","Asia",1952,55.928,"Lebanon"
"818","Asia",1957,59.489,"Lebanon"
"819","Asia",1962,62.094,"Lebanon"
"820","Asia",1967,63.87,"Lebanon"
"821","Asia",1972,65.421,"Lebanon"
"822","Asia",1977,66.099,"Lebanon"
"823","Asia",1982,66.983,"Lebanon"
"824","Asia",1987,67.926,"Lebanon"
"825","Asia",1992,69.292,"Lebanon"
"826","Asia",1997,70.265,"Lebanon"
"827","Asia",2002,71.028,"Lebanon"
"828","Asia",2007,71.993,"Lebanon"
"829","Asia",1952,48.463,"Malaysia"
"830","Asia",1957,52.102,"Malaysia"
"831","Asia",1962,55.737,"Malaysia"
"832","Asia",1967,59.371,"Malaysia"
"833","Asia",1972,63.01,"Malaysia"
"834","Asia",1977,65.256,"Malaysia"
"835","Asia",1982,68,"Malaysia"
"836","Asia",1987,69.5,"Malaysia"
"837","Asia",1992,70.693,"Malaysia"
"838","Asia",1997,71.938,"Malaysia"
"839","Asia",2002,73.044,"Malaysia"
"840","Asia",2007,74.241,"Malaysia"
"841","Asia",1952,42.244,"Mongolia"
"842","Asia",1957,45.248,"Mongolia"
"843","Asia",1962,48.251,"Mongolia"
"844","Asia",1967,51.253,"Mongolia"
"845","Asia",1972,53.754,"Mongolia"
"846","Asia",1977,55.491,"Mongolia"
"847","Asia",1982,57.489,"Mongolia"
"848","Asia",1987,60.222,"Mongolia"
"849","Asia",1992,61.271,"Mongolia"
"850","Asia",1997,63.625,"Mongolia"
"851","Asia",2002,65.033,"Mongolia"
"852","Asia",2007,66.803,"Mongolia"
"853","Asia",1952,36.319,"Myanmar"
"854","Asia",1957,41.905,"Myanmar"
"855","Asia",1962,45.108,"Myanmar"
"856","Asia",1967,49.379,"Myanmar"
"857","Asia",1972,53.07,"Myanmar"
"858","Asia",1977,56.059,"Myanmar"
"859","Asia",1982,58.056,"Myanmar"
"860","Asia",1987,58.339,"Myanmar"
"861","Asia",1992,59.32,"Myanmar"
"862","Asia",1997,60.328,"Myanmar"
"863","Asia",2002,59.908,"Myanmar"
"864","Asia",2007,62.069,"Myanmar"
"865","Asia",1952,36.157,"Nepal"
"866","Asia",1957,37.686,"Nepal"
"867","Asia",1962,39.393,"Nepal"
"868","Asia",1967,41.472,"Nepal"
"869","Asia",1972,43.971,"Nepal"
"870","Asia",1977,46.748,"Nepal"
"871","Asia",1982,49.594,"Nepal"
"872","Asia",1987,52.537,"Nepal"
"873","Asia",1992,55.727,"Nepal"
"874","Asia",1997,59.426,"Nepal"
"875","Asia",2002,61.34,"Nepal"
"876","Asia",2007,63.785,"Nepal"
"877","Asia",1952,37.578,"Oman"
"878","Asia",1957,40.08,"Oman"
"879","Asia",1962,43.165,"Oman"
"880","Asia",1967,46.988,"Oman"
"881","Asia",1972,52.143,"Oman"
"882","Asia",1977,57.367,"Oman"
"883","Asia",1982,62.728,"Oman"
"884","Asia",1987,67.734,"Oman"
"885","Asia",1992,71.197,"Oman"
"886","Asia",1997,72.499,"Oman"
"887","Asia",2002,74.193,"Oman"
"888","Asia",2007,75.64,"Oman"
"889","Asia",1952,43.436,"Pakistan"
"890","Asia",1957,45.557,"Pakistan"
"891","Asia",1962,47.67,"Pakistan"
"892","Asia",1967,49.8,"Pakistan"
"893","Asia",1972,51.929,"Pakistan"
"894","Asia",1977,54.043,"Pakistan"
"895","Asia",1982,56.158,"Pakistan"
"896","Asia",1987,58.245,"Pakistan"
"897","Asia",1992,60.838,"Pakistan"
"898","Asia",1997,61.818,"Pakistan"
"899","Asia",2002,63.61,"Pakistan"
"900","Asia",2007,65.483,"Pakistan"
"901","Asia",1952,47.752,"Philippines"
"902","Asia",1957,51.334,"Philippines"
"903","Asia",1962,54.757,"Philippines"
"904","Asia",1967,56.393,"Philippines"
"905","Asia",1972,58.065,"Philippines"
"906","Asia",1977,60.06,"Philippines"
"907","Asia",1982,62.082,"Philippines"
"908","Asia",1987,64.151,"Philippines"
"909","Asia",1992,66.458,"Philippines"
"910","Asia",1997,68.564,"Philippines"
"911","Asia",2002,70.303,"Philippines"
"912","Asia",2007,71.688,"Philippines"
"913","Asia",1952,39.875,"Saudi Arabia"
"914","Asia",1957,42.868,"Saudi Arabia"
"915","Asia",1962,45.914,"Saudi Arabia"
"916","Asia",1967,49.901,"Saudi Arabia"
"917","Asia",1972,53.886,"Saudi Arabia"
"918","Asia",1977,58.69,"Saudi Arabia"
"919","Asia",1982,63.012,"Saudi Arabia"
"920","Asia",1987,66.295,"Saudi Arabia"
"921","Asia",1992,68.768,"Saudi Arabia"
"922","Asia",1997,70.533,"Saudi Arabia"
"923","Asia",2002,71.626,"Saudi Arabia"
"924","Asia",2007,72.777,"Saudi Arabia"
"925","Asia",1952,60.396,"Singapore"
"926","Asia",1957,63.179,"Singapore"
"927","Asia",1962,65.798,"Singapore"
"928","Asia",1967,67.946,"Singapore"
"929","Asia",1972,69.521,"Singapore"
"930","Asia",1977,70.795,"Singapore"
"931","Asia",1982,71.76,"Singapore"
"932","Asia",1987,73.56,"Singapore"
"933","Asia",1992,75.788,"Singapore"
"934","Asia",1997,77.158,"Singapore"
"935","Asia",2002,78.77,"Singapore"
"936","Asia",2007,79.972,"Singapore"
"937","Asia",1952,57.593,"Sri Lanka"
"938","Asia",1957,61.456,"Sri Lanka"
"939","Asia",1962,62.192,"Sri Lanka"
"940","Asia",1967,64.266,"Sri Lanka"
"941","Asia",1972,65.042,"Sri Lanka"
"942","Asia",1977,65.949,"Sri Lanka"
"943","Asia",1982,68.757,"Sri Lanka"
"944","Asia",1987,69.011,"Sri Lanka"
"945","Asia",1992,70.379,"Sri Lanka"
"946","Asia",1997,70.457,"Sri Lanka"
"947","Asia",2002,70.815,"Sri Lanka"
"948","Asia",2007,72.396,"Sri Lanka"
"949","Asia",1952,45.883,"Syria"
"950","Asia",1957,48.284,"Syria"
"951","Asia",1962,50.305,"Syria"
"952","Asia",1967,53.655,"Syria"
"953","Asia",1972,57.296,"Syria"
"954","Asia",1977,61.195,"Syria"
"955","Asia",1982,64.59,"Syria"
"956","Asia",1987,66.974,"Syria"
"957","Asia",1992,69.249,"Syria"
"958","Asia",1997,71.527,"Syria"
"959","Asia",2002,73.053,"Syria"
"960","Asia",2007,74.143,"Syria"
"961","Asia",1952,58.5,"Taiwan"
"962","Asia",1957,62.4,"Taiwan"
"963","Asia",1962,65.2,"Taiwan"
"964","Asia",1967,67.5,"Taiwan"
"965","Asia",1972,69.39,"Taiwan"
"966","Asia",1977,70.59,"Taiwan"
"967","Asia",1982,72.16,"Taiwan"
"968","Asia",1987,73.4,"Taiwan"
"969","Asia",1992,74.26,"Taiwan"
"970","Asia",1997,75.25,"Taiwan"
"971","Asia",2002,76.99,"Taiwan"
"972","Asia",2007,78.4,"Taiwan"
"973","Asia",1952,50.848,"Thailand"
"974","Asia",1957,53.63,"Thailand"
"975","Asia",1962,56.061,"Thailand"
"976","Asia",1967,58.285,"Thailand"
"977","Asia",1972,60.405,"Thailand"
"978","Asia",1977,62.494,"Thailand"
"979","Asia",1982,64.597,"Thailand"
"980","Asia",1987,66.084,"Thailand"
"981","Asia",1992,67.298,"Thailand"
"982","Asia",1997,67.521,"Thailand"
"983","Asia",2002,68.564,"Thailand"
"984","Asia",2007,70.616,"Thailand"
"985","Asia",1952,40.412,"Vietnam"
"986","Asia",1957,42.887,"Vietnam"
"987","Asia",1962,45.363,"Vietnam"
"988","Asia",1967,47.838,"Vietnam"
"989","Asia",1972,50.254,"Vietnam"
"990","Asia",1977,55.764,"Vietnam"
"991","Asia",1982,58.816,"Vietnam"
"992","Asia",1987,62.82,"Vietnam"
"993","Asia",1992,67.662,"Vietnam"
"994","Asia",1997,70.672,"Vietnam"
"995","Asia",2002,73.017,"Vietnam"
"996","Asia",2007,74.249,"Vietnam"
"997","Asia",1952,43.16,"West Bank and Gaza"
"998","Asia",1957,45.671,"West Bank and Gaza"
"999","Asia",1962,48.127,"West Bank and Gaza"
"1000","Asia",1967,51.631,"West Bank and Gaza"
"1001","Asia",1972,56.532,"West Bank and Gaza"
"1002","Asia",1977,60.765,"West Bank and Gaza"
"1003","Asia",1982,64.406,"West Bank and Gaza"
"1004","Asia",1987,67.046,"West Bank and Gaza"
"1005","Asia",1992,69.718,"West Bank and Gaza"
"1006","Asia",1997,71.096,"West Bank and Gaza"
"1007","Asia",2002,72.37,"West Bank and Gaza"
"1008","Asia",2007,73.422,"West Bank and Gaza"
"1009","Asia",1952,32.548,"Yemen, Rep."
"1010","Asia",1957,33.97,"Yemen, Rep."
"1011","Asia",1962,35.18,"Yemen, Rep."
"1012","Asia",1967,36.984,"Yemen, Rep."
"1013","Asia",1972,39.848,"Yemen, Rep."
"1014","Asia",1977,44.175,"Yemen, Rep."
"1015","Asia",1982,49.113,"Yemen, Rep."
"1016","Asia",1987,52.922,"Yemen, Rep."
"1017","Asia",1992,55.599,"Yemen, Rep."
"1018","Asia",1997,58.02,"Yemen, Rep."
"1019","Asia",2002,60.308,"Yemen, Rep."
"1020","Asia",2007,62.698,"Yemen, Rep."
"1021","Americas",1952,62.485,"Argentina"
"1022","Americas",1957,64.399,"Argentina"
"1023","Americas",1962,65.142,"Argentina"
"1024","Americas",1967,65.634,"Argentina"
"1025","Americas",1972,67.065,"Argentina"
"1026","Americas",1977,68.481,"Argentina"
"1027","Americas",1982,69.942,"Argentina"
"1028","Americas",1987,70.774,"Argentina"
"1029","Americas",1992,71.868,"Argentina"
"1030","Americas",1997,73.275,"Argentina"
"1031","Americas",2002,74.34,"Argentina"
"1032","Americas",2007,75.32,"Argentina"
"1033","Americas",1952,40.414,"Bolivia"
"1034","Americas",1957,41.89,"Bolivia"
"1035","Americas",1962,43.428,"Bolivia"
"1036","Americas",1967,45.032,"Bolivia"
"1037","Americas",1972,46.714,"Bolivia"
"1038","Americas",1977,50.023,"Bolivia"
"1039","Americas",1982,53.859,"Bolivia"
"1040","Americas",1987,57.251,"Bolivia"
"1041","Americas",1992,59.957,"Bolivia"
"1042","Americas",1997,62.05,"Bolivia"
"1043","Americas",2002,63.883,"Bolivia"
"1044","Americas",2007,65.554,"Bolivia"
"1045","Americas",1952,50.917,"Brazil"
"1046","Americas",1957,53.285,"Brazil"
"1047","Americas",1962,55.665,"Brazil"
"1048","Americas",1967,57.632,"Brazil"
"1049","Americas",1972,59.504,"Brazil"
"1050","Americas",1977,61.489,"Brazil"
"1051","Americas",1982,63.336,"Brazil"
"1052","Americas",1987,65.205,"Brazil"
"1053","Americas",1992,67.057,"Brazil"
"1054","Americas",1997,69.388,"Brazil"
"1055","Americas",2002,71.006,"Brazil"
"1056","Americas",2007,72.39,"Brazil"
"1057","Americas",1952,68.75,"Canada"
"1058","Americas",1957,69.96,"Canada"
"1059","Americas",1962,71.3,"Canada"
"1060","Americas",1967,72.13,"Canada"
"1061","Americas",1972,72.88,"Canada"
"1062","Americas",1977,74.21,"Canada"
"1063","Americas",1982,75.76,"Canada"
"1064","Americas",1987,76.86,"Canada"
"1065","Americas",1992,77.95,"Canada"
"1066","Americas",1997,78.61,"Canada"
"1067","Americas",2002,79.77,"Canada"
"1068","Americas",2007,80.653,"Canada"
"1069","Americas",1952,54.745,"Chile"
"1070","Americas",1957,56.074,"Chile"
"1071","Americas",1962,57.924,"Chile"
"1072","Americas",1967,60.523,"Chile"
"1073","Americas",1972,63.441,"Chile"
"1074","Americas",1977,67.052,"Chile"
"1075","Americas",1982,70.565,"Chile"
"1076","Americas",1987,72.492,"Chile"
"1077","Americas",1992,74.126,"Chile"
"1078","Americas",1997,75.816,"Chile"
"1079","Americas",2002,77.86,"Chile"
"1080","Americas",2007,78.553,"Chile"
"1081","Americas",1952,50.643,"Colombia"
"1082","Americas",1957,55.118,"Colombia"
"1083","Americas",1962,57.863,"Colombia"
"1084","Americas",1967,59.963,"Colombia"
"1085","Americas",1972,61.623,"Colombia"
"1086","Americas",1977,63.837,"Colombia"
"1087","Americas",1982,66.653,"Colombia"
"1088","Americas",1987,67.768,"Colombia"
"1089","Americas",1992,68.421,"Colombia"
"1090","Americas",1997,70.313,"Colombia"
"1091","Americas",2002,71.682,"Colombia"
"1092","Americas",2007,72.889,"Colombia"
"1093","Americas",1952,57.206,"Costa Rica"
"1094","Americas",1957,60.026,"Costa Rica"
"1095","Americas",1962,62.842,"Costa Rica"
"1096","Americas",1967,65.424,"Costa Rica"
"1097","Americas",1972,67.849,"Costa Rica"
"1098","Americas",1977,70.75,"Costa Rica"
"1099","Americas",1982,73.45,"Costa Rica"
"1100","Americas",1987,74.752,"Costa Rica"
"1101","Americas",1992,75.713,"Costa Rica"
"1102","Americas",1997,77.26,"Costa Rica"
"1103","Americas",2002,78.123,"Costa Rica"
"1104","Americas",2007,78.782,"Costa Rica"
"1105","Americas",1952,59.421,"Cuba"
"1106","Americas",1957,62.325,"Cuba"
"1107","Americas",1962,65.246,"Cuba"
"1108","Americas",1967,68.29,"Cuba"
"1109","Americas",1972,70.723,"Cuba"
"1110","Americas",1977,72.649,"Cuba"
"1111","Americas",1982,73.717,"Cuba"
"1112","Americas",1987,74.174,"Cuba"
"1113","Americas",1992,74.414,"Cuba"
"1114","Americas",1997,76.151,"Cuba"
"1115","Americas",2002,77.158,"Cuba"
"1116","Americas",2007,78.273,"Cuba"
"1117","Americas",1952,45.928,"Dominican Republic"
"1118","Americas",1957,49.828,"Dominican Republic"
"1119","Americas",1962,53.459,"Dominican Republic"
"1120","Americas",1967,56.751,"Dominican Republic"
"1121","Americas",1972,59.631,"Dominican Republic"
"1122","Americas",1977,61.788,"Dominican Republic"
"1123","Americas",1982,63.727,"Dominican Republic"
"1124","Americas",1987,66.046,"Dominican Republic"
"1125","Americas",1992,68.457,"Dominican Republic"
"1126","Americas",1997,69.957,"Dominican Republic"
"1127","Americas",2002,70.847,"Dominican Republic"
"1128","Americas",2007,72.235,"Dominican Republic"
"1129","Americas",1952,48.357,"Ecuador"
"1130","Americas",1957,51.356,"Ecuador"
"1131","Americas",1962,54.64,"Ecuador"
"1132","Americas",1967,56.678,"Ecuador"
"1133","Americas",1972,58.796,"Ecuador"
"1134","Americas",1977,61.31,"Ecuador"
"1135","Americas",1982,64.342,"Ecuador"
"1136","Americas",1987,67.231,"Ecuador"
"1137","Americas",1992,69.613,"Ecuador"
"1138","Americas",1997,72.312,"Ecuador"
"1139","Americas",2002,74.173,"Ecuador"
"1140","Americas",2007,74.994,"Ecuador"
"1141","Americas",1952,45.262,"El Salvador"
"1142","Americas",1957,48.57,"El Salvador"
"1143","Americas",1962,52.307,"El Salvador"
"1144","Americas",1967,55.855,"El Salvador"
"1145","Americas",1972,58.207,"El Salvador"
"1146","Americas",1977,56.696,"El Salvador"
"1147","Americas",1982,56.604,"El Salvador"
"1148","Americas",1987,63.154,"El Salvador"
"1149","Americas",1992,66.798,"El Salvador"
"1150","Americas",1997,69.535,"El Salvador"
"1151","Americas",2002,70.734,"El Salvador"
"1152","Americas",2007,71.878,"El Salvador"
